city,mean_radiance,max_radiance
Dhaka,26.929886944635783,63
Chittagong,26.63132225784517,63
Khulna,11.835030936112446,59
Rajshahi,15.948238887724605,63
Sylhet,17.968885966667607,61
Rangpur,12.255934181053208,55
Barishal,10.775771591616424,48
Comilla,20.549541694713117,58
Gazipur,19.774860588254867,63
Narayanganj,37.15765401584625,62
