city,mean_radiance,max_radiance
Dhaka,7.368688150308451,75.13999938964844
Chittagong,6.753378308891748,104.3800048828125
Khulna,2.2700687955733256,21.024999618530273
Rajshahi,3.09923191350121,27.810001373291016
Sylhet,2.520996283869751,17.299999237060547
Rangpur,2.0881148575352233,16.424999237060547
Barishal,2.5209478311408895,16.920000076293945
Comilla,3.39439171711337,20.219999313354492
Gazipur,4.096487521191093,28.65999984741211
Narayanganj,8.80607363097441,78.56500244140625
