city,mean_radiance,max_radiance
Dhaka,4.888691478246564,58.01499938964844
Chittagong,5.48970253899499,143.58499145507812
Khulna,1.5972098809791113,15.735000610351562
Rajshahi,1.5279672323718367,11.130000114440918
Sylhet,2.0612164483659834,59.665000915527344
Rangpur,1.3608847379470714,9.120000839233398
Barishal,1.5934292100372278,13.055000305175781
Comilla,2.718474804924515,15.369999885559082
Gazipur,2.9263430187141073,25.600000381469727
Narayanganj,6.599079020169743,31.489999771118164
