year,built_area_km2
1975,3.598806305882353
1985,7.3835537725490195
1990,9.948931698039221
1995,12.156565733333336
2000,14.429103341176475
2005,15.578349345098037
2010,16.77396294509804
2015,17.78088901960784
2020,17.949664933333327
