year,built_area_km2
1975,4.741868886274509
1985,7.867854839215685
1990,10.005703396078431
1995,10.906911270588234
2000,11.862292952941175
2005,12.934456090196068
2010,14.19328930588234
2015,15.4271992509804
2020,16.027993349019614
