year,built_area_km2
1975,7.513073000000001
1985,10.655963509803916
1990,12.842674807843135
1995,14.435513219607842
2000,16.13717817254902
2005,16.78300349411765
2010,17.474297678431373
2015,18.09590355686275
2020,18.30007943137256
