year,area_km2
1990,714.5531904975832
1993,611.0886474966217
1996,366.78760835063053
1999,817.1597009433536
2002,989.5173417588846
2005,888.1794668801422
2008,998.3032543042651
2011,949.1220601685877
2014,894.5258761133749
2017,1020.2894773749666
2020,975.2950536602808
2023,1052.1857151883328
