year,area_km2
1990,27.592054955787564
1993,2.877474773448749
1996,24.732068958959502
1999,0.0
2002,19.470749459753662
2005,29.307526648096918
2008,28.735946055542946
2011,23.62420166057633
2014,42.362830278486655
2017,5.783123022010714
2020,15.576016442943377
2023,5.7068943840461275
