year,area_km2
1993,76.73954366769968
1996,74.69004770788901
1999,56.02651679898165
2002,12.03999927978467
2005,61.591457697955036
2008,79.93005006836981
2011,67.50703760516463
2014,36.66855486788526
2017,55.566318166979556
2020,27.701488257972397
2023,10.664347151176422
