year,area_km2
1990,268.44127942746167
1993,116.54443123877292
1996,196.43578580439828
1999,92.00486383685703
2002,276.39504697004924
2005,61.64179276971527
2008,166.21114076351074
2011,282.5545951339803
2014,269.10566540247146
2017,253.65637794046268
2020,232.24246474276663
2023,283.84722637310506
