year,area_km2
1990,7.9462908984619185
1993,39.86157297120861
1996,6.58156214514208
1999,2.983126629365091
2002,4.566496984184235
2005,0.0
2008,6.732704114546231
2011,44.65669291856254
2014,5.472211437662042
2017,24.465023676138603
2020,9.580233809062635
2023,2.5703758501787966
