year,area_km2
1990,138.28243085585453
1993,139.9966020128058
1996,189.81596154603588
1999,0.011503353454589844
2002,123.55508240920166
2005,1.4618475023803712
2008,148.8212953092143
2011,159.56173924400557
2014,70.743997157219
2017,120.32426889749718
2020,118.12814005958522
2023,109.61803258302301
