year,area_km2
1993,4.977157987597895
1996,13.704426833978394
1999,28.027560542943384
2002,17.106940904769843
2005,4.393805049668735
2008,9.346810438857851
2011,5.270215819126026
2014,2.498050131926174
2017,5.837508680155671
2020,7.412606767632695
2023,1.1342318802911497
