year,area_km2
1990,219.8968380762641
1993,0.0
1996,237.97738746144722
1999,168.56407052352395
2002,247.72738842862512
2005,244.74754909253227
2008,239.31364728150314
2011,245.1437369668865
2014,199.55520160715494
2017,225.76058337326478
2020,185.05967926145496
2023,219.67371143504678
