year,area_km2
1990,14.181220629176
1993,39.711751628108004
1996,49.54791059973622
1999,64.28170751409935
2002,20.876998869384767
2005,34.12082058243982
2008,41.211478642322255
2011,46.62464161193632
2014,36.624794536851844
2017,50.97474016118141
2020,30.861723135098796
2023,17.860139551670684
