year,area_km2
1990,196.70388915379448
1996,179.83570985103813
1999,0.039080776916503905
2002,153.61505359079888
2005,200.52846413180745
2008,195.45627961511045
2011,168.5481632446472
2014,13.038203127707089
2017,203.94018838713433
2020,0.014671348937988282
2023,132.59309617970027
