year,area_km2
1990,142.16924660285162
1996,173.41073055359922
1999,63.20964895517317
2002,175.0418328027724
2005,180.3407647029969
2008,47.72531768453249
2011,154.433723328628
2014,157.46071869910847
2017,108.04503103654297
2020,43.286448941391896
2023,136.9116511677964
