year,area_km2
1990,18.299489678783214
1996,2.043541695424038
1999,0.047063027942373235
2002,18.071428797324256
2005,5.0324579956705735
2008,28.397740908801023
2011,4.988311214401903
2014,17.772554728347604
2017,4.92125217030915
2020,1.0292024865490483
2023,2.9220517912504307
