year,area_km2
1990,0.09542669189453125
1993,77.61039507518457
1996,125.93807573913732
1999,89.8611617845109
2002,65.21275219721842
2005,81.92875147776473
2008,114.11730444193036
2011,120.2362898371933
2014,85.65126658121757
2017,105.89821033160248
2020,94.30111676921666
2023,106.24535885343363
