year,mean,max,median
2019,6.635046038446815e-05,0.00019166136287743034,6.344519713355593e-05
2020,7.279469456668727e-05,0.0002188981956067594,6.96179708902355e-05
2021,0.00011773459930466188,0.0002898531102183377,0.00011348208198232964
2022,8.352396406940637e-05,0.0002640552440633139,8.10976961104618e-05
2023,0.00010929707356839352,0.00025320158490417337,0.00010779069299928968
2024,0.00011126689090201073,0.0002490371541039783,0.00010962727024432872
