year,mean,max,median
2019,-0.908854533997598,-0.7080346150910986,-0.9286906506170524
2020,-1.2655389963343908,-1.0651629360723096,-1.2922205995212237
2021,-0.850894659492354,-0.663191656782,-0.8585184527922882
2022,-0.15972372672878957,0.057620960447515066,-0.18080211220452805
2023,-0.26222868508193403,-0.10154448157427172,-0.27708045810684445
2024,-0.3113185247998038,-0.1330118845020219,-0.32387177368893216
