year,mean,max,median
2019,0.04283783205014776,0.043473282304848176,0.04287378403186262
2020,0.04442012332863333,0.045364433407341906,0.04441112429370627
2021,0.04551540377584915,0.04642673607224199,0.045661313323627876
2022,0.04326410574683367,0.044386125447776946,0.04323300426570724
2023,0.04451126749214901,0.04500138882145093,0.04455956425383872
2024,0.04570128463227151,0.04693900885328394,0.04561742803609137
