year,poverty_index_mean,poverty_index_median
2000,0.5161521617368061,0.5097543241610497
2005,0.5097716908410497,0.5006037817801051
2010,0.5063158975563105,0.5005044672699182
2015,0.5115213816844844,0.499321491942277
2020,0.5077806135784902,0.4984446573761377
