city,urban_lst_c,rural_lst_c,uhi_intensity_c
Dhaka,30.911752537950353,28.86107082604003,2.050681711910322
Chittagong,30.24417377821967,28.317923238755462,1.9262505394642062
Khulna,29.078458540057966,27.374471447639298,1.703987092418668
Rajshahi,28.846422170017526,28.275446474209154,0.5709756958083716
