year,built_area_km2
1975,9.996705517647062
1985,11.833061599999994
1990,12.927999878431383
1995,14.027605443137258
2000,15.154816388235291
2005,15.872689772549021
2010,16.62985575294118
2015,17.30209278823529
2020,17.59669124313725
