year,built_area_km2
1975,7.909944525490201
1985,9.838181686274506
1990,11.016331533333327
1995,12.286346015686272
2000,13.599135172549014
2005,14.447400784313716
2010,15.336582850980394
2015,16.082627729411765
2020,16.267997474509805
