clay_pct_mean,clay_pct_stdDev,sand_pct_mean,sand_pct_stdDev,soc_g_kg_mean,soc_g_kg_stdDev,soil_ph_mean,soil_ph_stdDev
29.040201674290028,3.330819349962768,39.26818592222644,6.427512158175754,4.646081225616797,3.8064193233454304,6.028213150175856,0.43789339763754104
